Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-12-10,22.25048828125,40.55192947387695,22.408985137939453,21.369970321655273,59.98104476928711,30.487709045410156,44.4492301940918,26.074058532714844,22.245878219604492,79.60404205322266,48.09526062011719
2018-12-11,22.17781639099121,40.58903884887695,22.416091918945312,21.162832260131836,59.629249572753906,30.524946212768555,44.814762115478516,26.12030792236328,22.336318969726562,79.84921264648438,48.11386489868164
2018-12-12,22.37018394470215,41.024864196777344,22.50491714477539,21.283658981323242,59.96345901489258,30.762365341186523,44.757904052734375,25.627029418945312,22.194751739501953,80.53221893310547,48.62062454223633
2018-12-13,22.10942268371582,40.83940887451172,22.57597541809082,21.128305435180664,59.796363830566406,30.813579559326172,45.03408432006836,25.80430030822754,22.3874454498291,80.61100006103516,48.37886047363281
2018-12-14,21.938426971435547,40.44065856933594,22.0607852935791,20.92116355895996,58.9696159362793,30.059410095214844,44.27052688598633,25.758056640625,22.34418487548828,77.89652252197266,47.57456970214844
2018-12-17,21.562246322631836,39.65242004394531,21.659290313720703,20.714019775390625,58.002201080322266,29.421634674072266,43.24702072143555,24.794635772705078,21.62455177307129,76.3466567993164,46.36579895019531
2018-12-18,21.681936264038086,39.82862854003906,21.147659301757812,20.63634490966797,58.29243087768555,29.654407501220703,42.735267639160156,25.041275024414062,21.47904396057129,75.68118286132812,46.72842788696289
2018-12-19,21.38697624206543,38.975494384765625,20.898942947387695,20.377424240112305,57.19306945800781,29.067832946777344,42.32099151611328,24.81004524230957,21.443653106689453,74.69172668457031,45.803245544433594
2018-12-20,21.100561141967773,38.289249420166016,20.31979751586914,20.1961727142334,56.146480560302734,28.546443939208984,41.5655517578125,24.509464263916016,21.431856155395508,73.64093780517578,44.77578353881836
2018-12-21,20.91080665588379,37.03701400756836,20.122556686401367,19.792335510253906,55.08635330200195,27.679126739501953,41.134368896484375,24.134389877319336,21.340240478515625,72.72618103027344,43.76110076904297
2018-12-24,20.368682861328125,36.25552749633789,19.308469772338867,19.375476837158203,53.396141052246094,26.940387725830078,39.94575881958008,23.24542999267578,20.44792938232422,70.98450469970703,42.930328369140625
2018-12-26,21.28083610534668,38.2929801940918,20.509870529174805,20.25262451171875,55.882774353027344,28.567472457885742,41.06060028076172,23.986228942871094,20.725534439086914,74.08075714111328,45.474021911621094
2018-12-27,21.67237663269043,38.46974182128906,20.617460250854492,20.49578857421875,56.58185958862305,28.773204803466797,41.45407485961914,24.04081153869629,20.900033950805664,74.89877319335938,45.71672439575195
2018-12-28,21.55620765686035,38.34880065917969,20.459667205810547,20.48711395263672,56.431427001953125,28.70774269104004,41.45407485961914,24.1265869140625,20.951587677001953,74.98674774169922,45.721397399902344
2018-12-31,21.736923217773438,38.40461349487305,20.567251205444336,20.686859130859375,56.997779846191406,28.978919982910156,41.6262092590332,24.173376083374023,20.987281799316406,76.09505462646484,46.21146774291992
2019-01-02,21.848787307739258,38.91631317138672,20.972501754760742,20.86054801940918,57.289791107177734,28.997631072998047,41.38029861450195,23.61972427368164,20.626392364501953,74.94276428222656,46.56151580810547
2019-01-03,21.229204177856445,38.265071868896484,20.764495849609375,20.39158058166504,55.5464973449707,27.534183502197266,41.142574310302734,23.728897094726562,20.62242317199707,73.42105865478516,45.55337905883789
2019-01-04,22.063920974731445,39.911773681640625,21.470989227294922,21.068981170654297,57.652618408203125,28.754499435424805,42.01968002319336,23.970624923706055,20.927799224853516,75.61126708984375,47.06092834472656
2019-01-07,22.14136505126953,40.367645263671875,21.790170669555664,21.095029830932617,58.121612548828125,29.01165008544922,41.962310791015625,24.173376083374023,20.785018920898438,75.90155792236328,48.125064849853516
